transaction_id,order_id,product_id,customer_id,employee_id,total_sales,quantity,discount
680,140,3,322,59,29.64,7,0.25
681,150,91,208,79,469.79,2,0.05
682,91,14,1286,33,147.38,8,0.4
683,87,55,1600,25,145.22,7,0.29
684,161,31,633,39,461.48,5,0.21
685,193,94,449,41,182.4,6,0.28
686,184,60,1418,97,498.36,7,0.14
687,97,82,1802,29,199.86,8,0.17
688,194,55,269,68,440.32,5,0.29
689,23,42,1719,19,195.17,10,0.11
690,63,74,1886,32,117.11,4,0.04
691,96,46,90,100,428.54,9,0.13
692,54,11,1485,31,116.51,7,0.3
693,14,10,189,5,48.49,9,0.38
694,151,17,46,59,38.67,3,0.24
695,100,69,1780,69,192.9,8,0.36
696,53,47,300,83,456.43,4,0.48
697,21,54,113,97,261.1,4,0.39
698,21,23,1129,4,46.36,3,0.41
699,174,60,1707,30,422.55,4,0.33
700,121,68,1328,28,111.52,5,0.16
701,30,12,1131,35,150.59,9,0.1
702,49,32,333,19,264.08,3,0.43
703,116,3,411,88,248.74,9,0.09
704,134,24,25,82,260.72,2,0.31
705,143,3,1347,65,469.61,7,0.25
706,127,8,51,73,196.42,10,0.23
707,25,7,373,62,22.01,4,0.1
708,98,37,1403,51,293.55,8,0.17
709,75,56,1931,58,70.19,9,0.42
710,188,17,957,86,347.98,9,0.34
711,162,81,1225,47,161.27,2,0.36
712,181,42,1718,98,485.19,3,0.25
713,95,58,418,56,17.6,6,0.33
714,200,100,31,37,452.79,8,0.14
715,124,70,1156,68,15.79,1,0.14
716,100,17,1695,46,428.81,8,0.34
717,128,2,1526,97,110.24,4,0.34
718,73,71,1352,51,214.03,6,0.09
719,109,24,202,82,354.65,2,0.4
720,158,7,341,6,177.96,1,0.07
721,158,70,133,58,422.97,2,0.38
722,137,59,790,21,187.81,4,0.41
723,125,21,287,87,227.84,4,0.41
724,62,48,99,31,435.49,1,0.0
725,99,73,575,21,176.71,9,0.2
726,113,93,536,88,39.44,10,0.17
727,148,41,246,31,168.76,1,0.5
728,72,81,1619,19,351.96,5,0.17
729,59,29,1838,49,374.21,3,0.02
730,186,32,102,98,377.65,3,0.15
731,191,20,985,26,232.16,3,0.32
732,130,30,457,23,458.45,6,0.35
733,129,55,10,62,386.15,5,0.3
734,197,35,984,37,92.55,5,0.32
735,90,70,854,59,265.89,7,0.41
736,10,62,600,85,252.81,10,0.32
737,16,38,1770,25,23.17,2,0.27
738,95,17,948,67,98.66,1,0.27
739,137,44,1158,64,474.77,10,0.07
740,73,14,1559,94,160.56,7,0.01
741,195,2,949,71,456.95,5,0.22
742,29,11,1461,94,280.72,7,0.27
743,192,4,1659,88,452.73,9,0.13
744,180,52,1435,3,376.13,3,0.45
745,155,89,630,56,202.55,5,0.27
746,110,12,969,52,106.47,5,0.08
747,171,62,1902,69,311.2,7,0.38
748,37,90,1996,8,454.35,2,0.11
749,192,1,1467,95,302.29,4,0.12
750,171,5,1998,84,258.32,3,0.0
751,164,65,514,48,426.62,1,0.44
752,66,30,1725,81,282.72,3,0.44
753,84,56,1758,20,194.06,4,0.09
754,13,57,540,75,226.32,4,0.32
755,107,11,109,67,192.05,4,0.38
756,185,28,1088,41,410.01,7,0.1
757,148,33,586,87,423.78,6,0.08
758,116,70,1622,89,228.52,9,0.13
759,97,21,1128,90,149.27,5,0.18
760,73,6,1635,74,93.49,9,0.49
761,20,23,491,22,234.21,10,0.09
762,158,5,1882,96,52.86,6,0.18
763,97,30,336,38,152.19,1,0.28
764,168,68,766,35,322.62,10,0.28
765,127,79,1532,96,404.6,1,0.11
766,192,62,1982,54,32.36,6,0.49
767,67,47,1321,96,138.43,1,0.43
768,15,6,732,1,18.84,1,0.2
769,153,72,1621,30,191.88,7,0.47
770,26,26,1244,15,124.79,5,0.01
771,59,62,1341,86,27.14,7,0.09
772,107,96,1965,21,307.39,5,0.11
773,114,42,1127,42,280.33,2,0.2
774,161,49,1423,6,293.14,3,0.13
775,107,96,614,8,206.21,4,0.09
776,32,36,338,78,413.73,3,0.01
777,115,14,1707,33,276.7,4,0.48
778,73,10,818,99,180.72,6,0.46
779,123,66,1768,37,208.5,6,0.35
780,132,74,267,67,253.16,2,0.34
781,43,19,954,85,454.02,3,0.25
782,18,31,1574,44,395.29,5,0.17
783,59,14,1404,20,200.3,8,0.04
784,102,6,488,72,456.5,6,0.07
785,77,42,1083,74,51.81,3,0.21
786,119,12,1261,49,369.78,8,0.44
787,50,25,1677,78,71.83,10,0.18
788,77,65,839,46,243.27,8,0.17
789,86,68,481,93,81.2,4,0.19
790,32,6,415,9,98.29,3,0.27
791,112,61,195,46,22.87,9,0.3
792,47,27,1697,34,196.2,5,0.43
793,10,23,1046,38,404.91,1,0.23
794,101,4,6,26,39.91,10,0.47
795,58,14,1906,75,486.81,4,0.17
796,86,72,558,63,160.37,4,0.39
797,96,81,127,83,415.99,8,0.25
798,7,82,10,51,395.99,2,0.04
799,182,79,663,65,490.5,7,0.14
800,153,23,1555,87,81.49,7,0.01
801,139,63,419,89,404.44,5,0.27
802,69,9,1160,76,242.21,1,0.1
803,4,5,834,81,466.67,10,0.46
804,167,41,487,76,101.76,8,0.49
805,77,97,30,88,23.1,10,0.21
806,103,6,1231,41,84.94,4,0.42
807,28,41,977,94,463.21,7,0.0
808,193,100,510,72,191.29,10,0.45
809,120,36,957,10,336.88,7,0.34
810,11,15,1582,62,173.11,2,0.38
811,14,47,1108,60,201.07,3,0.35
812,192,95,1591,39,293.56,9,0.21
813,141,47,1125,81,145.42,7,0.04
814,159,36,1475,31,230.1,8,0.47
815,182,29,559,98,151.25,7,0.01
816,88,29,872,98,452.34,4,0.2
817,90,46,309,72,193.91,2,0.47
818,157,15,1461,31,447.22,1,0.36
819,104,18,1808,92,54.77,3,0.29
820,129,55,569,56,173.77,2,0.14
821,141,41,567,54,466.01,3,0.03
822,134,23,678,84,371.81,3,0.2
823,177,32,1413,67,309.35,3,0.14
824,89,23,171,88,397.88,2,0.28
825,80,73,1757,80,246.53,9,0.2
826,60,99,315,48,178.04,8,0.23
827,51,87,1596,1,460.65,2,0.36
828,66,37,1676,32,304.26,7,0.5
829,153,28,20,4,417.43,1,0.01
830,7,61,1851,30,133.58,3,0.46
831,193,90,1398,76,471.79,1,0.28
832,107,91,345,67,144.16,2,0.02
833,155,65,1767,79,85.24,6,0.17
834,36,71,1290,18,426.14,10,0.18
835,101,88,1000,85,226.72,6,0.32
836,42,47,1186,59,195.74,7,0.03
837,162,96,1599,16,245.3,10,0.24
838,7,58,1666,48,408.97,5,0.43
839,152,75,273,24,259.49,3,0.38
840,137,66,1938,37,404.83,5,0.47
841,177,23,1122,38,327.6,9,0.36
842,14,46,501,15,318.81,4,0.1
843,160,66,44,33,228.77,3,0.38
844,121,11,1374,65,309.31,3,0.18
845,132,34,1226,92,242.79,8,0.03
846,165,81,785,24,326.78,7,0.25
847,78,97,1253,96,291.33,5,0.19
848,97,47,1317,32,426.63,5,0.18
849,189,53,1630,82,113.05,1,0.3
850,47,100,1351,42,387.74,7,0.41
851,80,9,490,4,487.43,5,0.34
852,82,33,450,96,318.83,9,0.34
853,50,60,415,63,471.23,3,0.3
854,88,52,624,85,345.9,4,0.08
855,61,24,1751,61,15.7,8,0.01
856,104,54,966,11,268.14,1,0.06
857,81,63,320,88,46.55,9,0.2
858,112,97,1655,50,170.37,5,0.31
859,118,91,860,96,491.82,2,0.39
860,199,30,97,32,163.14,5,0.28
861,89,58,476,39,479.02,5,0.28
862,127,27,1669,89,115.62,7,0.46
863,38,81,1665,44,294.68,4,0.2
864,17,19,1034,77,379.12,3,0.42
865,57,3,1208,84,321.96,6,0.39
866,92,39,411,83,499.06,8,0.35
867,128,95,336,75,367.0,3,0.17
868,161,42,106,99,44.37,7,0.16
869,8,90,849,40,167.96,2,0.07
870,90,58,532,38,311.98,6,0.42
871,151,97,1568,71,389.11,5,0.3
872,103,4,1986,17,64.97,2,0.11
873,159,41,857,87,295.53,3,0.47
874,91,1,1701,39,439.27,7,0.37
875,84,86,493,89,461.59,7,0.4
876,184,71,583,7,405.34,4,0.18
877,134,55,1127,47,444.96,7,0.13
878,62,35,1907,68,87.88,2,0.45
879,151,3,600,78,253.04,4,0.32
880,87,99,1156,68,103.55,7,0.49
881,186,79,42,55,110.97,9,0.24
882,176,27,628,81,187.62,9,0.3
883,89,73,1605,70,140.72,2,0.15
884,151,95,1531,81,311.17,4,0.09
885,129,81,1955,46,201.71,8,0.2
886,45,12,107,62,81.92,5,0.22
887,151,47,1586,51,54.4,9,0.06
888,200,52,1025,49,370.29,2,0.49
889,91,32,322,10,280.41,6,0.38
890,125,59,1118,24,43.88,4,0.09
891,44,96,702,18,214.82,7,0.31
892,83,91,431,13,431.07,8,0.23
893,46,3,745,94,288.58,2,0.25
894,40,19,386,6,359.77,1,0.29
895,119,64,490,20,396.56,1,0.1
896,94,92,756,86,230.19,8,0.39
897,2,55,1425,16,196.25,2,0.41
898,183,43,1136,61,215.71,3,0.47
899,159,89,71,79,350.58,4,0.44
900,168,97,1096,92,308.72,3,0.12
901,53,96,1429,63,307.26,7,0.25
902,97,78,1599,18,183.07,8,0.33
903,183,54,112,28,150.39,3,0.13
904,15,6,1097,45,132.42,6,0.16
905,102,33,392,46,498.3,8,0.39
906,77,42,1878,35,25.21,5,0.12
907,149,16,1455,44,408.75,6,0.31
908,2,66,966,68,319.86,5,0.16
909,68,100,1436,30,422.59,6,0.21
910,5,5,1897,65,224.19,9,0.42
911,154,51,260,96,318.13,4,0.14
912,68,1,282,100,345.5,6,0.32
913,90,100,1758,63,311.76,1,0.01
914,175,98,847,33,184.12,9,0.45
915,101,3,303,70,331.26,5,0.22
916,196,43,261,26,82.79,4,0.44
917,67,50,27,84,258.47,1,0.42
918,67,41,1246,86,185.48,1,0.36
919,123,26,655,34,191.95,3,0.14
920,103,70,1750,15,15.15,2,0.14
921,171,27,628,61,153.42,6,0.32
922,9,51,1686,40,321.43,5,0.38
923,34,85,173,26,257.8,10,0.5
924,106,74,156,38,373.13,1,0.41
925,2,77,1768,43,71.93,10,0.38
926,126,12,1088,83,333.05,7,0.13
927,1,29,1220,65,81.98,9,0.29
928,138,37,783,28,273.11,1,0.05
929,69,88,2,15,254.29,6,0.29
930,124,90,915,12,393.51,1,0.23
931,47,86,919,30,99.64,1,0.12
932,103,94,566,60,173.7,8,0.22
933,71,73,196,69,454.42,2,0.12
934,163,29,1556,9,117.43,1,0.33
935,9,58,578,37,64.59,4,0.01
936,198,56,1870,29,272.85,6,0.46
937,54,51,293,97,364.67,3,0.02
938,141,37,300,79,131.71,7,0.24
939,121,73,1389,53,250.29,4,0.25
940,181,66,1852,58,287.91,7,0.38
941,124,85,809,36,32.88,5,0.13
942,142,54,23,52,72.15,3,0.1
943,71,31,1475,32,446.54,9,0.15
944,66,90,1826,90,347.25,10,0.07
945,133,12,1596,60,415.64,10,0.36
946,141,72,451,24,266.36,7,0.02
947,135,36,1639,62,277.27,6,0.1
948,36,25,1643,74,394.25,6,0.15
949,186,88,824,51,79.6,1,0.14
950,152,34,1521,26,26.86,4,0.07
951,184,90,618,46,331.08,6,0.06
952,25,69,341,57,374.77,5,0.22
953,81,36,1786,3,435.43,4,0.28
954,196,19,624,11,130.75,7,0.1
955,38,99,882,50,151.47,6,0.14
956,88,37,1180,75,236.01,8,0.11
957,21,44,37,82,238.47,8,0.31
958,173,95,1208,20,251.34,2,0.32
959,124,24,531,26,187.15,5,0.05
960,157,77,494,78,51.59,8,0.04
961,112,34,1841,22,497.73,5,0.37
962,143,68,630,43,170.99,4,0.19
963,14,66,870,15,252.17,2,0.1
964,60,5,1884,90,494.75,9,0.44
965,74,30,598,20,272.07,5,0.25
966,28,38,1946,47,350.49,2,0.41
967,179,6,708,57,404.74,5,0.44
968,167,27,166,87,315.21,3,0.31
969,133,62,243,10,460.55,1,0.4
970,161,24,1495,63,458.01,10,0.12
971,154,10,1712,43,354.6,9,0.19
972,67,24,332,98,438.61,3,0.28
973,189,88,217,19,298.55,2,0.42
974,25,79,1139,75,232.31,10,0.14
975,37,98,70,34,96.26,1,0.31
976,123,26,141,90,387.81,7,0.21
977,135,43,248,52,420.53,9,0.34
978,85,8,1652,33,16.08,8,0.47
979,29,32,404,33,87.4,4,0.25
980,139,87,1675,74,253.24,1,0.45
981,23,18,134,27,393.39,9,0.39
982,99,44,1934,59,497.04,5,0.08
983,81,91,1565,44,296.06,5,0.42
984,118,59,635,38,38.89,4,0.14
985,97,41,97,87,331.64,4,0.36
986,10,87,825,48,259.98,3,0.48
987,81,36,1968,65,176.88,1,0.4
988,197,69,881,20,112.33,8,0.22
989,60,74,729,23,196.55,2,0.1
990,138,60,1924,55,492.3,6,0.01
991,21,45,178,20,379.68,4,0.48
992,40,28,1644,18,303.72,2,0.13
993,28,74,368,54,435.63,1,0.49
994,11,51,1153,13,81.44,6,0.12
995,72,7,1042,96,335.71,10,0.18
996,186,27,1209,39,342.62,6,0.25
997,193,93,1118,4,417.43,5,0.02
998,86,91,1247,9,394.43,9,0.32
999,13,68,416,58,35.58,6,0.15
1000,56,76,1830,46,341.31,2,0.21
1001,181,97,936,56,38.58,10,0.41
1002,82,25,461,100,317.36,6,0.4
1003,195,53,1721,8,160.78,9,0.35
1004,165,15,351,2,301.65,4,0.47
1005,187,79,971,70,393.37,2,0.23
1006,39,20,1368,48,291.6,10,0.13
1007,164,82,278,65,123.82,6,0.29
1008,189,45,1716,41,78.69,7,0.01
1009,82,11,1957,90,218.6,3,0.02
1010,75,53,690,98,211.01,4,0.26
1011,180,5,602,69,439.84,1,0.27
1012,195,18,1632,29,481.47,5,0.02
1013,25,29,1554,62,438.11,4,0.25
1014,144,43,126,25,25.48,5,0.08
1015,30,10,630,17,327.38,5,0.48
1016,28,100,1835,49,255.11,10,0.3
1017,58,25,1083,1,31.45,8,0.4
1018,2,46,789,53,289.67,8,0.27
1019,129,76,547,75,54.63,9,0.01
1020,90,66,1344,76,273.33,2,0.36
1021,58,32,1807,52,387.73,2,0.24
1022,25,2,1802,87,400.66,9,0.46
1023,77,100,1598,12,82.44,1,0.22
1024,179,48,68,45,440.78,6,0.3
1025,177,76,1162,50,490.8,2,0.25
1026,146,53,1540,77,77.1,3,0.49
1027,60,76,1317,19,445.21,3,0.36
1028,76,7,386,54,382.47,5,0.02
1029,93,19,1861,38,313.53,5,0.15
1030,162,1,1387,10,297.69,2,0.42
1031,101,16,1896,93,147.57,10,0.19
1032,153,23,632,89,274.7,2,0.11
1033,131,54,840,94,24.56,6,0.34
1034,55,5,412,56,268.57,6,0.4
1035,120,58,700,65,488.58,6,0.06
1036,126,11,1534,12,285.63,1,0.0
1037,69,82,322,53,276.87,3,0.18
1038,67,40,1668,49,437.75,2,0.27
1039,188,2,526,12,92.74,8,0.26
1040,67,57,1835,51,144.46,2,0.39
1041,8,28,4,45,391.61,8,0.44
1042,193,82,473,38,335.52,6,0.12
1043,124,28,173,65,104.14,5,0.15
1044,20,26,1146,95,16.86,7,0.11
1045,189,9,1028,28,283.22,7,0.34
1046,72,36,55,97,498.69,6,0.23
1047,124,72,1170,71,473.7,3,0.05
1048,4,26,1415,89,49.59,2,0.04
1049,95,39,1722,70,195.46,5,0.39
1050,31,65,192,68,129.71,8,0.28
1051,171,23,1403,100,273.75,1,0.47
1052,155,79,1745,79,331.51,2,0.44
1053,74,45,308,73,19.17,5,0.14
1054,107,1,1459,55,474.23,5,0.12
1055,151,87,1567,1,419.74,1,0.17
1056,159,29,969,48,243.66,1,0.35
1057,129,94,865,23,172.65,10,0.1
1058,139,21,520,4,197.09,1,0.08
1059,142,43,1724,47,313.95,6,0.17
1060,98,59,987,39,472.32,2,0.21
1061,122,58,476,75,357.4,3,0.18
1062,139,83,1882,71,25.7,9,0.09
1063,16,96,1658,89,462.98,8,0.19
1064,141,95,337,12,208.76,5,0.05
1065,15,11,519,9,468.47,1,0.17
1066,39,100,80,63,59.53,5,0.14
1067,38,77,1883,68,240.56,8,0.21
1068,156,16,1002,72,32.96,2,0.34
1069,57,9,276,71,159.77,7,0.33
1070,156,29,875,66,92.24,9,0.48
1071,67,58,671,73,471.7,9,0.34
1072,109,71,121,63,298.29,9,0.14
1073,110,46,1431,73,213.4,9,0.02
1074,19,81,832,90,221.93,2,0.24
1075,16,48,803,82,130.93,1,0.38
1076,186,78,642,64,395.79,10,0.34
1077,37,1,884,60,63.64,9,0.49
1078,162,48,616,15,68.86,10,0.08
1079,130,99,856,30,44.44,7,0.08
1080,13,2,1717,69,23.24,8,0.04
1081,14,50,1484,62,211.33,9,0.48
1082,170,46,393,27,233.47,7,0.33
1083,43,49,1420,9,111.69,5,0.08
1084,39,91,86,54,473.65,5,0.39
1085,169,33,1868,100,446.18,10,0.41
1086,124,68,1411,84,474.97,9,0.21
1087,14,77,474,96,80.99,3,0.43
1088,39,14,575,73,406.06,5,0.32
1089,167,70,92,45,279.77,4,0.35
1090,79,6,1008,74,36.21,10,0.45
1091,137,92,426,76,373.09,8,0.1
1092,6,60,683,62,168.26,7,0.37
1093,124,25,1766,96,202.72,10,0.37
1094,74,97,1249,14,279.66,6,0.15
1095,162,59,219,35,294.39,8,0.38
1096,180,39,252,40,171.99,9,0.17
1097,167,1,1403,90,214.7,3,0.15
1098,76,66,699,98,299.99,10,0.44
1099,200,96,1762,66,162.15,10,0.03
1100,154,57,1419,52,288.0,3,0.06
1101,147,65,668,20,193.21,5,0.2
1102,179,46,1476,31,162.08,1,0.34
1103,104,72,1222,68,412.92,1,0.33
1104,134,45,1345,12,417.11,4,0.48
1105,105,80,415,49,88.92,4,0.03
1106,89,5,1015,52,11.27,10,0.13
1107,102,54,1527,36,220.56,8,0.3
1108,104,46,902,59,354.35,7,0.46
1109,11,72,391,17,273.3,9,0.45
1110,14,81,1896,64,276.94,1,0.06
1111,133,85,837,68,289.92,5,0.42
1112,6,65,212,56,42.78,8,0.01
1113,62,5,914,74,112.44,4,0.04
1114,72,86,526,25,87.62,1,0.01
1115,178,22,32,86,256.03,9,0.49
1116,64,70,649,51,169.17,5,0.25
1117,12,62,1766,65,187.75,2,0.02
1118,199,66,611,83,222.41,1,0.17
1119,110,43,471,5,289.49,6,0.07
1120,126,72,1171,52,385.95,8,0.31
1121,151,22,1390,5,220.02,3,0.09
1122,100,7,1483,73,330.96,4,0.39
1123,70,26,352,16,44.91,4,0.46
1124,118,43,973,24,253.95,8,0.16
1125,139,87,768,41,422.31,6,0.44
1126,32,69,251,82,116.49,2,0.25
1127,100,60,1695,40,133.16,2,0.21
1128,154,36,1591,29,276.94,1,0.2
1129,193,14,1288,93,457.96,1,0.13
1130,168,43,1917,24,317.18,7,0.25
1131,191,16,688,68,149.48,7,0.17
1132,122,37,1589,65,148.1,7,0.48
1133,159,65,1419,45,200.9,7,0.04
1134,156,19,408,94,193.11,8,0.45
1135,8,2,508,99,399.75,6,0.18
1136,112,21,703,86,256.18,9,0.22
1137,117,60,331,14,57.6,1,0.04
1138,4,18,920,47,489.52,6,0.16
1139,21,87,1284,74,176.43,4,0.33
1140,160,45,1200,94,470.95,8,0.29
1141,22,48,1195,38,387.16,3,0.49
1142,133,57,1348,55,295.12,1,0.24
1143,127,57,1187,19,62.3,2,0.07
1144,173,44,1862,16,71.51,8,0.04
1145,60,50,1927,60,306.24,10,0.28
1146,159,20,1948,75,401.53,10,0.42
1147,122,74,38,27,355.75,6,0.29
1148,138,49,1769,78,167.31,5,0.41
1149,52,86,1864,31,396.07,4,0.23
1150,20,20,1004,81,397.36,8,0.07
1151,26,58,1325,13,445.91,8,0.42
1152,189,85,1357,35,328.78,2,0.22
1153,74,84,567,91,120.3,2,0.35
1154,137,8,665,75,171.28,4,0.19
1155,115,57,202,47,436.24,10,0.46
1156,163,10,1077,62,224.92,6,0.03
1157,81,61,1212,36,139.2,6,0.03
1158,107,78,1574,6,404.31,5,0.31
1159,197,42,645,8,170.58,6,0.25
1160,70,68,25,34,122.13,7,0.0
1161,179,27,323,83,53.04,3,0.01
1162,59,73,670,68,470.2,8,0.39
1163,14,97,1560,44,316.24,10,0.03
1164,111,24,1684,57,222.98,1,0.05
1165,131,22,610,73,441.63,7,0.46
1166,183,14,290,2,249.76,7,0.3
1167,94,53,1089,26,400.11,3,0.11
1168,177,63,587,32,43.36,9,0.14
1169,196,58,994,56,216.84,3,0.25
1170,113,37,654,47,174.24,8,0.27
1171,47,90,1466,70,240.0,1,0.35
1172,165,47,863,60,458.12,10,0.45
1173,62,2,1653,4,440.18,5,0.24
1174,115,75,825,50,425.77,10,0.21
1175,167,52,579,67,478.07,8,0.01
1176,34,46,1382,2,230.78,8,0.28
1177,54,39,500,72,401.89,7,0.14
1178,119,44,256,47,263.96,10,0.32
1179,113,56,813,46,13.93,7,0.07
1180,160,2,991,67,363.45,4,0.17
1181,11,68,321,7,34.75,3,0.32
1182,195,52,1167,15,452.94,2,0.27
1183,65,76,221,7,45.57,4,0.5
1184,7,8,370,72,172.82,8,0.44
1185,57,62,48,50,452.63,7,0.09
1186,145,22,18,87,190.94,6,0.45
1187,65,66,1517,6,168.89,2,0.12
1188,132,84,950,29,416.33,10,0.07
1189,159,56,357,83,312.82,4,0.13
1190,122,49,656,11,188.75,5,0.46
1191,165,3,1781,64,456.15,6,0.46
1192,131,80,773,17,38.2,5,0.5
1193,97,65,692,46,25.19,3,0.08
1194,184,22,131,91,498.99,7,0.45
1195,46,87,1247,15,174.25,8,0.44
1196,17,89,1256,36,242.33,9,0.15
1197,75,64,1336,97,458.23,4,0.24
1198,162,62,849,97,74.84,3,0.05
1199,155,99,1335,84,104.69,9,0.07
1200,175,62,634,83,385.85,7,0.34
1201,193,14,212,20,138.82,3,0.18
1202,9,3,1559,11,432.87,2,0.42
1203,53,68,1493,91,78.58,9,0.19
1204,149,87,1923,50,272.16,3,0.25
1205,111,33,1793,40,209.06,2,0.23
1206,87,6,187,92,30.97,10,0.0
1207,18,13,7,63,486.17,8,0.35
1208,81,38,762,62,155.0,8,0.37
1209,134,26,1950,96,118.93,3,0.24
1210,66,72,115,88,154.47,10,0.43
1211,132,40,1375,87,420.66,7,0.4
1212,115,31,1999,45,349.39,9,0.45
1213,120,3,1211,76,42.33,9,0.07
1214,50,11,402,40,124.58,5,0.17
1215,167,21,1803,85,177.82,1,0.48
1216,143,2,1371,78,259.41,3,0.27
1217,169,58,153,31,201.69,4,0.41
1218,16,11,1593,45,194.52,10,0.27
1219,65,81,1533,17,429.06,10,0.47
1220,120,23,1399,37,453.61,2,0.14
1221,115,49,1389,70,39.62,3,0.39
1222,183,96,702,12,61.73,7,0.46
1223,167,22,664,83,400.27,6,0.07
1224,131,30,846,7,58.21,6,0.0
1225,22,3,38,100,86.66,4,0.42
1226,191,73,805,8,477.27,10,0.36
1227,194,64,493,17,281.25,7,0.11
1228,187,43,283,19,421.76,1,0.06
1229,115,64,747,76,274.03,4,0.1
1230,194,53,1447,73,294.97,8,0.3
1231,68,100,1499,96,74.44,7,0.23
1232,141,89,675,74,348.8,7,0.46
1233,124,3,1715,32,44.85,9,0.33
1234,15,26,1305,70,472.75,5,0.35
1235,200,3,1242,72,399.65,2,0.34
1236,132,14,458,46,131.37,6,0.45
1237,18,97,118,83,121.02,2,0.46
1238,129,86,1124,15,91.43,7,0.38
1239,187,98,1557,44,392.14,1,0.22
1240,154,55,750,75,74.58,8,0.18
1241,106,16,985,64,253.47,2,0.06
1242,50,71,936,39,432.94,2,0.49
1243,24,3,1587,10,302.06,7,0.21
1244,154,91,189,96,368.97,8,0.3
1245,197,97,1434,39,196.54,3,0.0
1246,68,36,552,58,135.14,2,0.38
1247,137,34,860,91,356.92,8,0.22
1248,200,58,1261,7,355.71,6,0.21
1249,163,80,197,74,74.91,8,0.37
1250,149,94,1164,76,18.06,4,0.24
1251,49,65,627,34,395.08,8,0.24
1252,151,57,1496,22,128.19,5,0.41
1253,65,6,605,71,126.65,10,0.45
1254,74,10,905,13,457.81,7,0.27
1255,200,42,497,10,33.58,3,0.25
1256,22,86,1273,6,40.09,3,0.37
1257,192,92,843,79,185.42,3,0.25
1258,81,39,1254,10,466.42,9,0.29
1259,10,68,640,100,441.64,5,0.03
1260,7,42,1707,61,422.98,2,0.28
1261,113,74,1101,95,385.94,10,0.34
1262,51,21,666,16,445.62,6,0.24
1263,82,13,820,75,275.79,3,0.47
1264,15,60,961,98,61.68,4,0.23
1265,100,45,1697,90,344.64,8,0.35
1266,156,35,1287,34,259.4,4,0.35
1267,45,14,446,15,208.57,5,0.35
1268,153,99,1803,57,63.97,10,0.26
1269,186,51,170,33,222.93,8,0.11
1270,110,90,1684,23,292.31,5,0.35
1271,40,16,487,19,19.72,2,0.21
1272,33,48,1267,91,349.9,8,0.03
1273,115,55,1736,24,196.47,1,0.45
1274,119,6,113,80,267.37,7,0.41
1275,14,84,584,52,494.79,1,0.1
1276,122,65,571,84,299.16,9,0.19
1277,200,41,1338,31,270.35,2,0.46
1278,73,83,1100,51,330.79,7,0.38
1279,185,30,812,92,48.43,9,0.08
1280,95,97,1095,35,213.85,4,0.02
1281,70,65,1571,38,220.91,7,0.01
1282,129,43,1034,32,456.0,5,0.36
1283,34,98,858,54,479.71,1,0.41
1284,162,67,1022,33,372.03,1,0.24
1285,124,54,123,89,300.14,4,0.19
1286,86,70,1488,83,322.76,8,0.1
1287,16,73,1905,94,111.43,4,0.34
1288,106,57,1440,63,496.9,5,0.22
1289,68,85,860,69,341.48,4,0.27
1290,13,60,1284,7,328.06,7,0.01
1291,166,94,1632,3,66.88,10,0.2
1292,148,6,1752,10,315.08,8,0.47
1293,13,8,1826,83,268.69,7,0.27
1294,48,46,579,19,243.29,3,0.28
1295,14,4,1834,64,343.63,9,0.38
1296,182,83,613,96,19.27,1,0.3
1297,168,59,1951,47,258.22,1,0.12
1298,69,26,212,89,219.48,4,0.25
1299,193,17,267,43,48.58,5,0.29
1300,13,50,1222,32,363.97,7,0.4
1301,183,97,1372,41,256.19,10,0.24
1302,89,94,400,66,215.56,1,0.01
1303,193,41,1660,96,187.05,7,0.44
1304,120,73,1826,24,416.33,3,0.26
1305,40,82,1365,85,245.43,1,0.03
1306,2,100,851,86,87.58,6,0.14
1307,149,14,1943,74,12.04,9,0.14
1308,25,55,1404,43,190.88,5,0.04
1309,200,64,427,1,446.6,5,0.02
1310,62,100,59,78,439.85,1,0.33
1311,2,39,1400,52,413.4,10,0.22
1312,87,72,1711,69,384.62,7,0.1
1313,192,93,1234,24,52.09,10,0.46
1314,187,83,253,14,277.59,8,0.46
1315,184,77,29,83,448.57,3,0.05
1316,16,51,1965,82,93.03,4,0.27
1317,140,72,1188,95,485.92,5,0.05
1318,198,83,40,36,292.58,2,0.49
1319,182,65,874,45,382.93,2,0.49
1320,154,76,961,93,105.44,6,0.38
1321,86,62,419,70,253.3,5,0.03
1322,200,48,1761,12,17.82,2,0.4
1323,12,8,331,40,61.58,6,0.46
1324,57,69,770,74,45.6,4,0.29
1325,85,15,1339,74,259.19,5,0.3
1326,157,92,739,69,468.08,9,0.18
1327,38,78,522,56,284.15,3,0.19
1328,181,65,334,3,70.93,2,0.31
1329,56,11,193,74,270.79,8,0.3
1330,5,23,423,95,150.3,2,0.16
1331,196,15,1285,22,101.28,9,0.49
1332,188,9,1556,70,360.35,1,0.47
1333,106,54,1872,44,123.34,9,0.44
1334,124,43,664,90,178.53,8,0.47
1335,123,44,1441,23,163.08,2,0.12
1336,112,57,597,75,358.52,5,0.03
1337,82,51,1460,15,398.19,6,0.46
1338,145,83,351,44,343.06,10,0.24
1339,82,82,1575,33,323.63,10,0.47
1340,66,56,40,19,327.66,2,0.41
1341,65,79,1389,13,358.2,4,0.5
1342,151,88,1708,67,123.13,5,0.02
1343,78,31,1507,17,243.64,2,0.0
